現場で女性の死体が発見される	The body of a woman was found at the scene.
襟と裾に同色のレースをあしらいました	I dressed up the collar and hems with lace of the same color.
それがXで有名だ	It's famous for X.
３つの成分が関節の痛みを和らげます	Three ingredients relieve joint pain.
Xが何より辛い	X is more painful than anything.
彼が必ず近くのコンビニに寄る	He stops by a nearby convenience store without fail.
当社は発売後１年間で１０万台の販売を見込んでおります	Our company expects to sell 100 thousand units in the first year after the release.
春、夫婦に待望の赤ちゃんが誕生しました	The couple’s long awaited baby was born in spring.
委員が会長の職務を代行する	A committee member will act as chair.
その方策が、結果的にシステム全体のコストを削減する	As a result, that strategy will reduce the cost of the whole system.
彼がここでは充実した時間を過ごすことができる	He can have some good quality time here.
私はわざわざガスで鍋に湯を沸かしました	I took the trouble to boil the water in the pot using gas.
無災害で竣工を迎えられるよう、関係者一同が決意を新たにしました	Everyone involved reaffirmed their determination to complete the construction without accidents.
３月には学校教育法施行規則の一部が改正されました	In March, part of the Ordinance for Enforcement of the School Education Act was revised.
Xが遅かった	X was slow.
それがしっかりと毛穴の汚れを取り除きます	It thoroughly removes dirt from pores.
Xで更に業務効率の向上が図れます	Through X, operational efficiency will be improved.
特に両国のエネルギー関係強化の動きが目立つ	There are signs that the energy relationship between the two countries especially is strengthening.
そうでないほうが目立ちます	It would be quite noticeable if not like that.
彼が、一瞬、驚きに目を見開く	His eyes flew open in surprise.
彼がしっかりと人の話を聞くことができました	He could listen carefully to what others were saying.
大企業では同回答の割合が増加する	In a large company, the percentage of same answers increases.
実は今１人社員が日本に滞在しています	In fact, one of our employees is in Japan right now.
彼女が水着に着替える	She changes into her swimsuit.
Xが当たり前だ	X is natural.
私が子供達に酔い止めの薬を飲ませます	I give motion sickness medicine to children.
ポリフェノールが体内の活性酸素を除去する	Polyphenol can remove active oxygen in body.
彼が火曜日からずっと、頭痛に悩ませられています	He has been bothered by a headache since Tuesday.
人口が４５年間で１０，６８０人減少している	The population went down by 10,680 in 45 years.
彼が〜とレース後にコメントした	He stated ～ after the race.
全ての貸金業者に報告書の提出を義務付ける	It requires all lenders submit a report.
彼が近くの総合病院を受診しました	He saw a doctor at a nearby general hospital.
２時間で魚が６匹釣れました	Six fish were caught in two hours.
また、２０１０年までに、水需要の３０％以上もの増加が見込まれています	In addition, it's expected that water demand will increase by more than 30 percent by 2010.
深い味わいが特徴だ	It features a deep flavor.
使用料を納付しなければならない	Royalties should be paid.
それが左右の腕に１本ずつ針を刺す	It inserts a needle into each arm.
Xが私たちに許されています	We are allowed X.
Xを主が許されます	The master allows X.
彼が外出時には必ずマスクを着用します	He always wears a surgical mask when he goes out.
その結果、１，０００人から１，５００台の注文が殺到した	As a result, orders for 1,500 of them from 1,000 people rushed in.
事務局には事務局長および職員を置くことができる	An executive director and staff can be assigned to the office.
彼がすぐにおなかを壊す	He often has stomachaches.
彼が〜と言わんばかりに目を輝かせる	His eyes are shining as if to say ～.
医療保険負担を軽減するべきだと６６％が回答した	66% of people answered that the medical insurance burden should be eased.
弊社は事務所を１６日より下記に移転しました	Our company moved our office to the following place on 16th.
あなたは今、当社のホームページを御覧になっています	Now you are looking at our company website.
２００３年に、世界中で１２０万人以上が、乳がんと診断されました	In 2003, more than 1.2 million people worldwide were diagnosed with breast cancer.
彼がいくつかの施設を見学しました	He visited several facilities.
彼がこどもに服を着せる	He gets the child dressed.
それがかつて日本中にブームを巻き起こしました	It used to be really popular throughout Japan.
私は期待に胸を膨らませていた	I was filled with expectations.
大いに話が弾みました	We had a good conversation.
多くの卒業生がそれぞれの専門分野で活躍しています	Many graduates are active in their specialized fields.
彼が蝋燭に平和の火を点す	He lights a candle for peace.
彼が買うしかないとやっと腹を括った	He finally decided to buy it.
私が彼から思わず顔を背けた	I instinctively turned away from him.
昨今、個人情報の流出事件が多発している	In recent years, there have been frequent leaks of personal information.
彼が随所に工夫を凝らしました	He exercised his ingenuity here and there.
彼が完全に肩透かしを食らう	He was completely tricked.
彼が日記や詩に日々の想いを綴ります	He writes daily thoughts in his diary and poem.
私が何回か店の前を通過した	I passed by the store several times.
彼らが従来の常識を覆した	They overturned conventional wisdom.
彼が彼女の涙をそっと指で拭った	He brushed her tears away with his fingers.
クルマの上には１０ｃｍ近く雪が積もりました	Nearly 10cm of snow piled up on the car.
非常に選択の幅が広い	There is a very wide selection.
小麦粉を両面にたっぷりまぶす	Coat both sides in flour.
合格者には、本人宛、入学手続き等の関係書類を郵送します	We will send the relative documents, such as admission procedures, to successful candidates.
彼があの女の人と結婚した	He married that woman.
Xが再び世界を支配する	X rules the world again.
９０人が札幌や東京の大学などに進学した	Ninety people went to university in Tokyo and Sapporo and other cities.
Xが大変困難だ	X is very difficult.
ほんの少し、色彩が鮮やかだ	The color is just a little bright.
そんな言葉がいつも頭の中を駆け巡る	Words like that are always running around in my head.
外国人が神戸の街で暮らし始めました	Foreigners began to live in the city of Kobe.
彼らが最強チームを結成する	They will form the strongest team.
彼が近くの公園を散歩しました	He took a walk in the nearby park.
選手が６種目で千メートルのタイムを競う	The players did time trials for 1,000 meters over 6 events.
Xが大変気に入る	I like X a lot.
Xが、地域に根差す	X is rooted in the area.
彼がすでに前年に２枚のミニアルバムをリリースしている	He had already released two mini albums the previous year.
毎年、多くの日本人がアメリカの大学に留学します	Every year, many Japanese study abroad at universities in the US.
彼が１日で１２通ものウィルスメールを受信しました	He received 12 emails infected with viruses in one day.
弱火でコトコト２０分煮る	Simmer over low heat for 20 minutes.
Xが常だった	X was usual.
ｊｐｅｇ形式の画像ファイルを作成できます	You can create a jpeg image file.
ホームページ内の最新情報をご案内します	I will explain about the newest content on our website.
当校は開設以来、毎年２００名から３００名の卒業生を社会に送り出してきました	Our school has sent 200 to 300 graduates into the world each year since our founding.
Xが、想像を絶する	X is beyond our imagination.
Xを皆が避けました	Everyone avoided X.
彼が世界中に、自分の存在をアピールする	He raises his profile all over the world.
またまた春の新商品が入荷しました	New products for Spring are now once again in stock. 
彼が痛みに思わず顔をしかめた	He grimaced in pain.
彼がゆっくり私の服を脱がせる	He undresses me slowly.
まだ桜の花が綺麗だった	The cherry blossoms were still beautiful.
彼が早くも計画の変更を余儀無くされる	He is already being forced to change the plan.
公園で多くのイベントが催されます	Many events will be held in the park.
彼が４つの商店街サイトだけを閲覧しました	He only looked at four shopping sites.
Xで今後のイベント等に参加できます	You can participate in the upcoming events with X.
彼はほっと胸を撫で下ろした	He was relieved.
契約書記載の前払金の支払を甲に請求できる	You can require the first party to pay the deposit set out in the agreement.
先生が励ましのメールを下さった	My teacher sent me an encouraging email.
２日には、建設委員会ニュースの第１号が発行された	The first issue of Construction Committee News was published on the 2nd.
それがすべての可展面ＤＸＦデータを出力します	It outputs all the developable surface DXF data.
それは福島県以西の本州・四国・九州に分布しています	They are distributed in Honshu, Shikoku and Kyushu, the areas west of Fukushima Prefecture.
Xがお客様に大変喜ばれています	X is very popular among customers.
彼は卒業後すぐ現在の会社に就職した	He started working at his current company right after graduation.
それがすぐに空気中の水分を吸収します	It absorbs the moisture in the air immediately.
彼がXと見做される	He is considered a/an X.
彼がXに情熱を燃やします	He has a passion for X.
それが非常に困難を極めます	It’s really arduous.
〜と誰かが推測しました	Someone has speculated ～.
すぐお腹が空きます	I get hungry again soon after eating.
水分をしっかり肌に補給します	It hydrates the skin well.
かなり心が揺れました	I had a hard time deciding on it.
科学的情報に、全ての人がアクセスできる	The scientific information is available to everyone.
山田の周りには多くの人が集った	A lot of people were gathered around Mr./Mrs. Yamada.
〜と大臣が発言しました	The minister said ～.
とても興味が沸いた	There was a lot of interest.
彼が同時に６種類の薬を服用しました	He took six different medicines at the same time.
〜と裁判所に判断される	The court judged that ～.
ＳＰの仕事の様子が今日テレビで放送されました	A show about what bodyguards do was on TV today.
米国がかなりの分野で世界をリードする	The United States is leading the world in many fields.
特に緑黄色野菜には各種ビタミンが豊富だ	Green and yellow vegetables are especially rich in various vitamins.
市は衛生が保たれるよう学校を指導しています	The city instructs schools to ensure hygiene is maintained.
大豆を水に漬ける	Soak the soybeans in water.
川沿いには桜の木が植えられています	Cherry trees are planted along the river.
３０人に山田市長から感謝状が贈られました	Mayor Yamada sent letters of thanks to thirty people.
Xを研究グループが確かめた	The research group confirmed X.
そこが京都駅東口より車で２分だ	It's a two-minute drive from the Kyoto station east exit.
仕上げに、小口切りのねぎを散らす	Top with shredded leek to finish.
次のとおり施設の使用を許可する	The facilities can be used as follows.
このように、１つの画面に２つの画像を表示させる	This way, two images can be displayed on one screen.
酵素が体内の脂肪を分解する	Enzymes break down fat in the body.
彼がXに他ならない	He is none other than X.
まだ風邪が治りません	I haven't gotten over this cold yet.
京都銀行が基準金利を０．１—０．４％引き上げた	The Bank of Kyoto raised the basic interest rate by 0.1 to 0.4%.
彼がちょこんとテーブルの前の椅子に腰掛けていた	He was sitting quietly in the chair in front of the table.
お客様の声をサービスの向上に役立てています	Your comments are used to improve our service. 
酵素からＡＴＰが遊離するとき、エネルギーが使われる	Energy is used when ATP is released from the enzyme.
Xが示唆された	X was suggested.
〜と新聞が１２日に報じた	On the 12th, the newspaper reported that ～.
いよいよ家のパソコンが壊れました	My home computer finally broke down.
Xが大変難しくなります	X is becoming very difficult.
５４０の講座を開講しています	540 courses are offered.
原則としてこれを一般の閲覧に供する	In principle, it's open for public inspection.
彼がしばらく夢の世界を旅する	He's going to dreamland for a while.
以下に当日の講演内容を記します	The content of that day's lecture is described below.
彼が再び３３７段の階段を下りた	He went down the flight of 337 stairs again.
Xをどれくらいの人が意識しているのか	How many people are aware of X?
私は打ち合わせの間中、靴の中の水に足を浸していた	My feet were getting wet throughout the meeting from my drenched shoes.
１枚の紙に複数のページを印刷する	Print multiple pages on one sheet of paper.
いよいよ今日で３月が終わりだ	Today's finally the end of March.
Xが今のところ功を奏している	X has worked well so far.
一名を前年度委員長及び委員の中から会長が委嘱する	The president appoints one person from the previous year's chair and committee.
大空を雄大に乱舞する姿が目にしっかりと焼き付いています	The way it danced wildly and grandly in the sky was burned into my mind.
９組が、昔ながらのおやつづくりを体験しました	Nine groups got to try making traditional sweets.
劇的な改革が必要だと皆が仮定している	Everyone assumes that drastic reform is needed.
ドキュメントタイプを以下の４つに分類する	Separate the document types into the four following.
歯の裏側に矯正装置を装着します	Attach the orthodontic appliance to the back of the teeth.
とにかく体を冷やさない	At any rate, keep your body from cooling down.
かなり入力の手間が省けます	It significantly streamlines input.
仕上げに塩・胡椒で味を調える	Finish with salt and pepper to taste.
彼がしばし感傷に浸りました	He let himself drown in his sorrows for a while.
私はこれまで男の人と付き合わなかった	I've never dated any guys.
副会長は会長を補佐する	The Vice President will assist the President.
球根の上には５ｃｍほど土を被せます	Cover the bulb with 5cm of soil.
彼がなかなか運命の人に出会えない	It's hard for him to find his true love.
ここには、現在までに２万５０００本の動画がアップされています	So far, 25,000 videos have been posted here.
委員会が調査の結果を取り纏めました	The committee summarized the survey results.
係長は係の事務を処理する	A subsection chief manages the affairs of the section.
ご希望の場合には、ブラウザの設定を変更できます	If you wish, you can change your browser settings.
やがてその視線が紙幣の端の一点に集中した	Eventually, my/his/her/their gaze focused on the edge of the bill.
Xに改めて感謝の気持ちで一杯になりました	I was overwhelmed with gratitude for X again.
Xが大変重要になります	X becomes very important.
それがまさに東京湾流通大戦争時代の様相を呈しています	It looks like the Tokyo Bay distribution wars are starting to heat up.
クリーニング業界関係者が一堂に会する	Members from the cleaning industry will get together.
ラーメン屋で２杯目のラーメンを食す	I'll have a second bowl of ramen at a noodle shop.
町が次のとおり耐震診断又は耐震補強工事費用の一部を助成します	The town will pay part of the costs for the earthquake resistance checks or earthquake reinforcement work as follows.
自動的にメールアドレスに確認のメールが送信されます	A confirmation e-mail will be sent automatically to your e-mail address.
私は全く酒が飲めない	I can't drink any alcohol at all.
会場には１７のコーナーが設けられました	Seventeen booths were set up at the venue.
木々の葉が風に吹かれています	The leaves are blowing in the wind.
一緒にラストダンスを踊ります	I'll have the last dance with you/him/her.
彼がかならず年寄りに席を譲る	He always offers his seat to the elderly.
それが一緒に体内の老廃物・毒素を排出します	The waste and toxins will be eliminated from the body.
管理者は使用者に資料の提出を求めることができる	The administrator can request the user submit materials.
患者を心配した方が賢明だ	It's smart to worry about patients.
街中に教会の鐘の音が鳴り響く	The sound of a church bell rings out all over the city.
Xで双方が合意する	Both parties agree on X.
彼がゆっくりとその本のページを捲った	He slowly turned the pages of the book.
Xを米国疾病管理センターが推奨している	The U.S. Center for Disease Control recommends X.
彼がしばらく森の中に佇んだ	He stood in the woods for a while.
プロがあなたに取って置きの方法を伝授します	The experts will teach you the best way.
彼らは０−２で負けを喫しました	They were defeated 0-2.
鏡に自分の姿を写す	I am reflected in the mirror.
彼が久しぶりに、洗濯物を、外に干した	He put his laundry outside to dry for the first time in a long time.
カノジョよりも、相当、シワの入り方が細かい	I have more, finer wrinkles than she does.
５人がそば打ちの応援に駆け付けた	Five people came to help make buckwheat noodles.
Xがそのまま印刷結果に反映されました	X was reflected as such in the printing results.
多くのプログラムを簡単に無料で手に入れることができます	You can easily get a lot of programs for free.
Xがなんとも悲しかった	X was downright sad.
自律神経系や、ホルモンのバランスが崩れます	The autonomic nervous system and hormonal balance will be upset.
壁には映画のポスターが貼られている	There is a film poster on the wall.
タッチパネルで操作が簡単だ	Easy operation via touch panel.
彼がずっと、現実から目を逸らしていた	He had been in denial.
膝は膝下を後ろに曲げる	For the knees, bend the part below the knees back.
すぐに女の子たちの体に効果が表れました	Immediate effects were seen on the girl's body.
彼がXに違い無い	He must be X.
その声に、彼女は思わず両手で耳を塞いだ	She clapped her hands over her ears at the voice.
１８０℃の油でカラリと揚げます	Fry it crispy in oil at 180˚C.
床に本が転がってる	There are books scattered on the floor.
さっぱりと大人の味に仕上げました	It has been given a refreshing taste for adults.
光が私たちの足元を照らす	The light lights up our feet.
彼女はXがあまりお気に召さないようだ	She seems to not like X very much.
私がXをいつも念頭においています	I always keep X in mind.
機械工学・電気電子工学・情報工学の多くの分野の専門技術を修得します	I will acquire expertise in many areas, such as Mechanical Engineering, Electrical and Electronic Engineering and Information Technology.
付録ＤＶＤには、計２時間以上ものアニメ映像を収録しています	The extras DVD contains an over two hour-long animation.
彼がクリアしたときの喜びを感じることができない	He can't feel glad that he finished.
国は本当に困っている人達には救いの手を差し伸べない	The government won't extend a helping hand to those who are really in need.
彼が四年間の課程を修了しました	He has completed a four-year course.
彼が市の施策に協力する	He co-operates with the city's policies.
それはまさに圧巻の一言に尽きます	It's simply overwhelming.
このところ、個人情報の流出事件が相次ぐ	A series of information leaks have been happening lately.
彼がゲームを１００回プレーします	He will play the game 100 times.
痔の状態が深刻だ	My hemorrhoid problem has gotten worse.
Xがいけなかった	X was wrong.
私は絶対自分に負けない	I won't give up on myself.
全役員を，会長が招集する	The chairman will call all of the board members.
彼が初めて鍋でご飯を炊きました	He cooked rice in a pot for the first time.
山田があたしの肩を揉む	Mr. Yamada massages my shoulders.
メーカーが満を持する	Manufacturers are ready to go.
より多くの診断情報を得ることができます	You can get more diagnostic information.
実は私は病気を患っています	Actually, I'm sick.
Xに全員が同意します	Everyone agrees with X.
彼が言った言葉に全員が目を丸くした	Everyone's eyes got big at what he said.
道沿いの土産売りの人に声を掛けられる	A road-side souvenir seller yelled out to me.
壁には当時の写真などが飾られている	The walls are decorated with photographs and other things from the time.
思う存分高音質でお気に入りの音楽を楽しむことができます	You can enjoy your favorite music at high fidelity.
彼が、あたしをぎゅっと抱き締めた	He hugged me tightly.
彼がゆっくりと自転車を漕ぎます	He pedals slowly.
すぐに攻略法の効果を実感できる	You can immediately see the effects of the attack method.
女優の情報を閲覧できます	You can view the information on actresses.
彼がXでなんとかお茶を濁した	He ducked the issue by X.
彼がまずはけがの治療に専念する	In the meantime, he will concentrate on treating his injury.
私には絶対無理だ	It's absolutely impossible for me.
古くから野菜の促成栽培が盛んだった	Vegetable forcing has flourished throughout the ages.
あまりも上映時間が短かった	The running time was too short.
Xを自分たち自身がはっきりと自覚する	We ourselves are acutely conscious of X.
彼が商品の価格を比較する	He compares product prices.
Xがいたずらに国民の不安を煽る	X will unnecessarily inflame public anxiety.
プログラムの中に、以下のコードを記述します	The following code is written in the program:
Xが肝要だ	X is vital.
京都市にも次第に開発の波が押し寄せた	There was a wave of development in Kyoto as well.
当サイトは一切損害を賠償しません	This site will not compensate for any damages.
抽選で２名を、香港４日間の旅に御招待します	2 winners selected in a drawing will be invited on a 4-day trip to Hong Kong.
ご家族に写真を撮らせて頂きました	I was allowed to take photos of your family.
それが新時代の原子力技術者を養成します	It fosters nuclear engineers for the new era.
看護婦さんが、タオルで彼女の体を拭いた	The nurse wiped her off with a towel.
Xが私には全く理解できない	I can't understand X at all.
Ａ社がインターネットで５分間のビジネス番組を放送する	Company A broadcasts a 5-minute business program online.
相変わらず仕事が忙しい	I'm busy at work as usual.
彼が目覚ましを４時にセットする	He sets the alarm clock for 4 o'clock.
そう思わずにはいられない	I can't help but think so.
私たちは年２回、道路周辺のごみを拾います	We pick up trash near the road twice a year.
彼が早速夜の街を散策した	He immediately went for a walk on the night streets.
本当に皆さんに感謝です	Everyone, thank you so very much.
とても心が落ち着きます	I feel very at ease.
彼はしっかりと知識を身につけることができました	He was able to acquire knowledge steadily. 
彼がキョロキョロと周りを見渡した	He was busy looking around.
彼が皆に、昨日の話を聞かせる	He'll tell everyone what happened yesterday.
それが動きにまったく精彩を欠いている	The movements are completely lackluster.
それが家庭や地域の支援機関と連携する	It collaborates with families and local aid agencies.
彼が音楽で人を楽しませる	He entertains people with music.
なかなか文章が書けない	I have writer's block.
ファンの人には申し訳無い	I apologize to my fans.
必ず同じ病気を発症するわけではない	It doesn't mean they will develop the same disease.
良質タンパク質とビタミンＣをしっかり摂取しましょう	Let's all get enough high-quality protein and vitamin C.
それが部屋に放置されてます	It's been left in the room.
市が申請書の内容を審査します	The city will examine the contents of the application.
彼氏がいきなりあたしの胸を触りました	My boyfriend suddenly touched my chest.
ここではビジネスの情報が提供される	Business information is provided here.
それが既に多くのノウハウを蓄積しています	This has already accumulated a great deal of know-how.
１万１，０００人が日本の学校に在籍しています	11,000 students are enrolled in Japanese schools.
それが一定の基準をクリアした	It met certain standards.
彼がその上に、毛皮のコートを羽織った	He put a fur coat on over it.
居宅介護支援事業者には、一定の運営基準が定められています	Certain standards of conduct are set for home care support service agencies.
彼がメーカーに直接問い合わせました	He directly inquired the manufacturer.
彼が生後４２日目に今の家に引っ越す	We moved to our current house 42 days after his birth.
ただただ皆さんのパワーに圧倒される	I was just overwhelmed by everyone's power.
Xを多くの人が好む	Many people like X.
彼がこのたび４冊目の本を出版しました	He has now published his fourth book.
山田太郎がギャグで一世を風靡した	Taro Yamada's jokes took the world by storm.
それはこれらの症状を改善しない	It will not cure these symptoms.
最近、とにかく肩こりがひどい	Recently, I've had really awful stiff shoulders.
山田会長らが要望書を市長に手渡した	Chairman Yamada and the others presented the petition to the mayor.
少しずつ参画意識が芽生える	A sense of inclusion has been developing little by little.
２０人以上が救急車で近くの病院に運ばれた	More than 20 people were taken by ambulance to a nearby hospital.
周辺には多くの施設が点在する	Many facilities are dotted around the periphery.
それぞれに、花の名前が付けられます	Each of them will be named after flowers.
それが主に３つに分けられる	It will be mainly divided into three.
私はこの旅の記録のタイトルに彼の名を冠した	I used his name for the travel records.
基本的には個人の判断に委ねます	Basically, it will be left up to the judgment of the individual.
とてもいい感じで心が和みます	It's very nice and puts me at ease.
彼が留学を決心しました	He decided to study abroad.
彼がなかなか外に出られない	He rarely has a chance to go out.
３人が商法違反の容疑で逮捕されました	Three people have been arrested on suspicion of violating the commercial code.
私はおととい彼氏と別れた	I broke up with my boyfriend two days ago.
彼が首筋にゆっくりと舌を這わせる	He slowly runs his tongue along her neck.
センサ本体に安全回路を内蔵しています	The sensor body has a built-in safety circuit.
さらに花粉症の症状が悪化します	The hay fever symptoms get worse.
初めてこちらのＨＰを拝見しました	I visited your website for the first time.
Xがまったく理解に苦しみます	I'm at a loss to understand X. 
全く期待しない方が精神衛生上よろしい	From a mental health standpoint, it's better not to have any expectations.
彼がすぐ家を飛び出します	He often storms out of the house.
募集をかける人たちには、さらにその傾向が強まる	This tendency has been increasing among recruiters.
それが簡単に数分の一〜二十分の一の価格で手に入れられる	You can get it easily from a fraction of up to 5% of the price.
Xが自然だ	X is natural.
そのまま身体が後ろに倒れる	You will just drop backward.
７月に再び固定資産投資が上昇に転じる	In July, fixed asset investment will start to pick up again.
彼が再び敵に戦いを挑んだ	He challenged his opponent again.
デジタルオーディオプレーヤー専用接続端子をフロントパネルに装備している	The front panel is equipped with a digital audio player input port.
それがＰＲＯＳＩＴＥ形式もしくはＨＭＭＥＲ形式のプロファイルを生成します	It generates a PROSITE or HMMER profile.
話がだいぶ横道に逸れました	I got pretty off track.
私は本当に多くの人たちに支えられました	A lot of people really supported me.
それはXにその名が由来する	Its name comes from X.
Xが１０年前に証明された	X was proven 10 years ago.
彼が自ら２か所の畑で野菜を栽培する	He grows vegetables himself in the two different fields.
各種団体が実行委員会を組織した	Various groups organized the planning committee.
彼が２０ヘクタールの畑で高品質のワインを造ります	He produces excellent wine from his 20-hectare field.
お名前の分からない方が数名おられます	There are several people whose names remain unknown.
積極的に公開するよう、彼が職員に指示する	He will instruct employees to actively make things public.
より長期間効果が持続します	The effect lasts much longer.
それがそれを、スタッフの教育プログラムとサービスの向上に繋げている	It carries over into improving staff training programs and service.
われわれは、病気回復期のお子さんを預かります	We host convalescent children.
彼が桜の名所を巡る	He goes around to cherry blossom viewing spots.
彼は大学で航空宇宙工学を専攻しています	He is majoring in aerospace engineering at university.
僕たちは道路や川にゴミを捨てません	We don't litter roads and rivers.
成人には１００ｍｇを１回、食直後に投与する	For adults, one 100mg dose is administered immediately after meals.
〜と彼がファンに挨拶した	〜 and he greeted fans.
医師が充分に患者の状態を観察する	Doctors monitor a patient's condition carefully.
実際に１９年度の住民税額を計算しましょう	Let's calculate the actual resident tax for fiscal year 2007.
彼が業務アプリケーションの作成方法を学習します	He learns how to make business applications.
日常の運転管理が容易だ	Routine operations management is easy.
Xで複数の機器を同時にインターネットに接続できる	X allows multiple devices to connect to the Internet.
Xが心の中に潜んでいた	X was buried deep within my mind.
失業率が高水準で推移しています	The unemployment rate hovers at a high level.
甲が第一項の権利を行使する	The party of the first part shall execute the right provided in paragraph 1.
５日前までに、必要費用合計２７１，５００円を指定の銀行口座に振り込む	I will transfer the total cost of 271,500 yen to the designated bank account up to 5 days prior.
彼が心に花の種を蒔く	He sows seeds of ideas in people's minds.
すっかり空が雲に覆われています	The sky is completely covered with clouds.
さらに電子レンジで２分加熱します	Then heat it in a microwave for 2 minutes.
彼が大いに反省しました	He reflected on it deeply.
おかげさまで何とか今日を迎えることができました	Thanks to your help, I was finally able to reach this day.
商品代金＋送料の金額が１万円以上だ	The total amount for the product and shipping is above ten thousand yen.
副会長が会長の職務を代理する	The vice-chairman will substitute for the chairman.
今後、弊社サービスのご利用をお断ります	You will no longer be allowed to use our service. 
彼がXに必死だ	He is desperate to X.
彼らが一斉に私に罵声を浴びせました	They gave me an earful en masse.
私は早めに購入に踏み切った	I decided to buy it early.
重過失がない個人に責任を負わせない	Individuals who have not committed gross negligence are not held at fault.
彼がXにむしろ時間を割きました	Instead, he spent more time doing X.
彼が自分なりの節約方法を模索しています	He has been looking for his own ways of saving money.
Xが世界に彼女の名を広めた	X spread her name throughout the world.
子供が２匹の魚を手掴みで捕まえた	The child caught two fish with his hands.
当校は本格的に今年度の活動をスタートさせます	Our school kicks this year's activities into gear.
予選を勝ち上がったチームと、プレミアリーグのチームが日本一を争う	The winning teams from the preliminaries and the Premier League teams will fight for the Japanese national championship.
視界の端で、ゆっくりと電車のドアが閉まる	I saw the train door close slowly from the corner of my eye.
何で私がこんな目にあうのか	What did I do to deserve this?
本課程は、１年間で社会福祉士の受験資格を取得できます	If you complete this one-year program, you will be eligible to take the social worker examination.
個人情報保護の責任者を選任する	I will select the person in charge of the personal information protection.
彼が人を馬鹿にしている	He is making fun of others.
鹿が２度車の前を横切る	The dear cuts across the front of the car twice.
〜と会社の人が嘆いています	People at the company lament that 〜.
ブログの方にコメントを頂けますか	Could you put your comments on the blog?
それがXに端を発します	It stems from X.
学生がそれぞれ所定の授業科目を履修します	Each student takes their designated courses.
お互いが相手を思い遣る	They care for each other.
かごかきが、ついに足を滑らせた	The litter-bearer eventually slipped.
当社は全国１００社以上のバス会社と提携しています	We have partnered with over 100 bus companies nationwide.
銀行が金利を、２．５％から１．８％に更に引き下げる	The bank will lower the interest rate again from 2.5% to 1.8%.
彼が山田を椅子に座らせる	He will let Mr. Yamada sit on the chair.
企業が人を一人雇う	The company employs one person.
彼が治療指導の方法を研究しました	He studied methods to direct the treatment process.
彼がXを諦めた	He has given up X.
彼がパワーで夏を乗り切る	He uses his power to survive the summer.
彼がコバルトブルーの海を見下ろす	He overlooks the cobalt blue sea.
彼がヘナに１８種類のハーブをブレンドします	He put eighteen kinds of herbs into the henna.
美肌作りには、毎日のスキンケアが欠かせません	Daily skin care is essential to create beautiful skin.
Xが研究により明らかにされました	X was revealed by the research.
すでに就職活動期間が１年に及ぼうとしています	It's been almost one year since I started job hunting.
それがエネルギーを放出する	It radiates energy.
Xになかなか骨が折れます	X takes so much work.
それが着々と、つぼみに力を蓄えている	It steadily stores up power in the buds.
収入から全ての経費を差し引く	Deduct all expenses from the income.
充分に手入れが行き届く	It's well cared for.
当社は安定した品質の製品を製造しています	We've been producing products of stable quality.
授業料を所定の期日までに納入する	I'll pay my tuition by the due date.
それはその起源を紀元前六世紀にまで遡ります	Its origin goes back to the sixth century B.C.
彼がとにかく先を急ぎます	He hastily walks on.
こちらには多くの機能が搭載されています	There are many functions on this.
試合開始時間２時間前から、シャトルバスを運行します	The shuttle bus runs starting two hours before the game.
自分は何も言葉を発しない	I don't utter a single word.
Xが妥当だ	X is reasonable.
Xが私を苦しめた	X plagued me.
利用者が当社にサービスの利用を申し込む	Users apply to use our service.
紅色の唇がゆっくりと言葉を紡ぐ	Her red lips forms words slowly.
きっと私が一番の初心者だ	I must be the most beginner of all.
Xではないかと関係者が危機感を募らせている	The officials are alarmed about the possibility of X.
彼が花の種をまきました	He planted flower seeds.
彼が夜の海にもぐる	He dives under the sea at night.
彼が幅広い意見を今後の研究計画に反映させる	A wide range of opinions are reflected in his future research plan.
最後には花火が夏の夜空を彩る	At the end, fireworks will light up the summer night sky.
弱火でフライパンにバターを溶かします	Melt butter in a frying pan on low heat.
Xと考えることができます	It can be considered X.
あのお宝画像は赤面に値する	That hard-to-find image is embarrassing enough.
あれはマニアの間でしか流通していない	That is only distributed among enthusiasts.
冷暖房を利用する場合は、使用料に５割の額を加算する	If you use air conditioning, fifty percent of the charge will be added.
私は今年、子どもをこの病院で出産しました	I had my baby at this hospital this year.
多くの野生生物が絶滅の危機に瀕しています	A lot of wildlife is on the verge of extinction.
以下の考え方に基づいています	It's based on the following ideas:
泡盛が、花粉症に効く	Awamori, a kind of distilled spirit, is effective against hay fever.
私が久しぶりに、専門学校時代の先生のお宅に御邪魔しました	I visited my old vocational school teacher's house after what had been a long time.
庭には折々の花が咲き乱れます	Seasonal flowers bloom in the garden.
強い日差しの中でもう蝉が鳴いていました	In the strong sunshine, the cicadas were already singing.
サービス料金が３６％安くなる	The service charge will be reduced by 36%.
ついに台風が日本に上陸する	The typhoon will eventually make landfall in Japan.
彼がXの重要性を説く	He explains the importance of X.
子供が現在なお多くの先生方にお世話になっています	Children still owe a lot to many teachers.
彼が配送時点の損傷チェックを怠らない	He never fails to ensure the product is damage-free at the time of delivery.
私がそれに非常に興味をそそられます	It intrigues me a lot.
しだいに薬の効果が薄れます	The effects of the drug gradually decrease.
どれくらい与えられるかが肝心だ	What's important is how much should be given.
